7.546013593673706055e-02 -1.205027937889099121e+00 -1.625425338745117188e+00 2.303116470575332642e-01 -1.267312765121459961e+00 -3.149764537811279297e-01 6.502615213394165039e-01 1.109386920928955078e+00 -5.589942336082458496e-01 1.009791970252990723e+00
9.180471897125244141e-01 -4.352288842201232910e-01 1.332427095621824265e-02 2.167539596557617188e-01 -4.512348771095275879e-01 -3.976044654846191406e-01 2.216830968856811523e+00 7.712671160697937012e-01 5.936150625348091125e-02 -2.920450687408447266e+00
4.841844737529754639e-01 -1.565842986106872559e+00 -1.868626624345779419e-01 -3.717145919799804688e-01 1.107714295387268066e+00 -2.166699647903442383e+00 6.227769851684570312e-01 2.679702937602996826e-01 8.189122676849365234e-01 1.108437538146972656e+00
-1.822253614664077759e-01 -5.207964181900024414e-01 1.098696827888488770e+00 2.299320548772811890e-01 7.694631814956665039e-01 2.309892028570175171e-01 -1.657807826995849609e+00 8.804679512977600098e-01 -8.920202255249023438e-01 2.752287089824676514e-01
-1.914238370954990387e-02 5.541100502014160156e-01 1.686388731002807617e+00 -1.338359713554382324e+00 -1.105616912245750427e-01 -1.898848176002502441e+00 -4.279050529003143311e-01 9.649095535278320312e-01 -8.214576840400695801e-01 -3.991486430168151855e-01
-9.406182169914245605e-01 -7.375069856643676758e-01 -9.596744775772094727e-01 6.453649401664733887e-01 -1.000727415084838867e-01 2.259340524673461914e+00 -9.878168702125549316e-01 6.965124607086181641e-01 -1.073674678802490234e+00 -1.315120011568069458e-01
-2.201460003852844238e-01 2.359302759170532227e+00 2.292374849319458008e+00 -4.333850443363189697e-01 4.858074784278869629e-01 7.716642022132873535e-01 7.641782760620117188e-01 -4.316002428531646729e-01 5.723542571067810059e-01 2.342691183090209961e+00
-9.176794290542602539e-01 -7.333722114562988281e-01 -3.529780805110931396e-01 -2.067857027053833008e+00 1.124368548393249512e+00 -2.143150418996810913e-01 -1.564956307411193848e+00 2.510067701339721680e+00 -7.906450033187866211e-01 -7.452492713928222656e-01
-1.137570381164550781e+00 2.529070079326629639e-01 2.774221599102020264e-01 -1.192829728126525879e+00 5.210962295532226562e-01 2.933747768402099609e-01 2.031274586915969849e-01 1.003929257392883301e+00 -1.386346578598022461e+00 -3.359941542148590088e-01
9.159467220306396484e-01 -1.724843494594097137e-02 4.920725226402282715e-01 -2.639940738677978516e+00 -6.687033176422119141e-01 -6.345198750495910645e-01 -6.667408347129821777e-01 1.935175180435180664e+00 1.218156337738037109e+00 -4.643397331237792969e-01
1.095777750015258789e+00 5.036749243736267090e-01 2.903127074241638184e-01 8.841394186019897461e-01 6.787072420120239258e-01 -6.248036026954650879e-01 1.419594526290893555e+00 -4.914686381816864014e-01 2.995658218860626221e-01 -2.956563532352447510e-01
2.282708883285522461e-01 -3.699263930320739746e-01 -5.301265120506286621e-01 1.179210305213928223e+00 4.648936390876770020e-01 -9.201179146766662598e-01 -8.654868006706237793e-01 -4.797562658786773682e-01 -7.183561325073242188e-01 8.662470579147338867e-01
2.435266733169555664e+00 4.713630676269531250e-01 8.113217353820800781e-01 -7.986691594123840332e-01 3.408397436141967773e-01 4.390196204185485840e-01 -1.745860874652862549e-01 2.167025581002235413e-02 6.907555460929870605e-01 -3.489614725112915039e-01
-8.255778551101684570e-01 -3.706289231777191162e-01 9.003015160560607910e-01 -1.854406118392944336e+00 -3.244110941886901855e-01 -6.068028211593627930e-01 -6.042059063911437988e-01 -1.464404940605163574e+00 -5.191015601158142090e-01 -1.637212991714477539e+00
1.155256390571594238e+00 -8.507647514343261719e-01 3.979682326316833496e-01 -2.772750258445739746e-01 2.086476802825927734e+00 6.980433315038681030e-02 4.730786383152008057e-01 7.979317307472229004e-01 3.334423005580902100e-01 -5.688525438308715820e-01
