-1.126016922927418396e+00 -5.824686531688971769e+00
3.886730810150947679e+00 -6.628729932741812547e-01
2.770931123852639288e+00 -2.758374320077653152e+00
7.185369778336590407e+00 -3.121773639692340119e-01
5.888370947927566768e+00 1.564902640352003216e+00
1.920421783740188015e+00 2.993442221382827562e+00
-4.316553908720139887e+00 4.345791682930262745e+00
-4.387921169302188673e+00 -3.095924033203737435e-01
2.421783041440761952e+00 -5.793148438887226526e+00
-3.847285675709787967e+00 2.757989530732586125e+00
-3.550014163018799795e+00 4.227815876936902306e+00
2.071980441893063851e+00 4.852025641120545352e+00
2.618768941856177257e+00 8.514827454768701953e-01
7.338468904279048743e+00 2.412215124076014794e-01
2.522347858994312908e+00 -4.556469581284657622e+00
-4.919242955667300521e+00 3.582418789037086077e-02
2.882067746778425477e+00 -4.847283118722422124e+00
-4.863704883458708217e+00 5.806199111001181246e-01
-6.926901982487350118e-01 4.846528199523929104e+00
-1.855459132590263183e+00 4.986806204696287992e+00
4.949068370336901168e+00 4.459975170946325562e+00
-2.875867972187589938e+00 3.362567984101947349e+00
3.517095817158435445e+00 -4.923913005086951955e+00
1.626386898263173286e+00 6.288398813882576377e+00
-4.579409178987274842e+00 -3.146849189705225314e+00
-1.312538231649808873e+00 3.365617476301313360e+00
-4.539303565410268249e+00 4.420749573534214771e-02
3.352607706220075645e+00 -4.236048416043384002e+00
2.247596372171185131e+00 5.387459778220488715e+00
-1.004410856444055256e+00 -3.506807225938974426e+00
-4.132558605626102555e+00 -3.434716662863450232e+00
2.659845266404707864e+00 5.856432745532622164e+00
5.782741768374171087e+00 -3.859062492700891522e-01
-1.717185206752164239e+00 -4.501859412637024604e+00
5.119580117480534653e+00 -9.346683214750057811e-01
2.396111912515202835e+00 5.368862084543113866e+00
1.842132389979506790e+00 6.134796617820517994e+00
3.609505035027521735e+00 -3.833936537409125545e-01
2.758317845500787069e+00 -4.545614762007269327e+00
4.770562679825321339e+00 -1.293364941771187882e+00
-1.881222079490894039e-01 -3.132802396787974786e+00
5.343957007939566850e+00 5.735927019714057273e+00
-1.836878196569569965e+00 4.443312420486338787e+00
-1.692275196746203303e+00 -4.640799283960570065e+00
2.545925766527805223e+00 3.351896349649735374e+00
3.777899687937130491e+00 1.535276623886522751e+00
1.949508608362316764e+00 4.679705352212720548e+00
2.944904313629844950e+00 -5.590233061333473863e+00
-5.349081155837090762e+00 -1.001240469166404745e+00
2.034118829509183435e+00 -2.299495871613609133e+00
-2.242967242171052700e+00 -5.047606275560128530e+00
5.285016523828172552e+00 -3.166197107820028500e-01
-2.382250853680109692e+00 4.116181540565389874e+00
-4.805461659889284753e+00 8.846332925139942516e-01
-1.801307221666790692e+00 4.126367058441489100e+00
-1.446014782424999812e+00 -5.271329187102561598e+00
3.527278645619393416e+00 -3.307154735404164825e+00
2.434411997290368390e+00 -6.236119046891575479e+00
2.135021991405104291e+00 3.933043446197322268e+00
-2.381380421555312044e+00 -4.995784331911443665e+00
-5.233353032761377754e+00 8.447388371272022134e-01
4.739955450146839055e+00 7.364421135522297712e-01
-3.388625697122011005e+00 -5.050151113015370008e+00
-2.047627053700474598e+00 -2.258051945116716475e+00
-3.715825378692068526e+00 -4.713807859528222899e+00
-4.026659055721157010e+00 5.401294459520783242e+00
-1.442317713878491947e+00 3.254924565298726868e+00
-3.859138521602560878e+00 -2.586639564375052380e+00
-1.684013225051005369e+00 3.947666169970034833e+00
6.263213901612750156e+00 -4.678065223826526342e-01
-1.245527564870235526e+00 -3.954638613492336585e+00
1.475098534811364326e+00 4.279389419560151175e+00
-2.830065303912942642e+00 -7.458454787475242931e+00
-1.929293288196187284e+00 -5.132427951544817901e+00
2.501311789794408380e+00 4.812726395891746556e+00
4.544285146180328638e+00 6.698164619270547959e-01
-6.179150649910971183e+00 1.797948371612913210e+00
4.134597452548062435e+00 -8.124702754613116751e-01
-4.598154441016049532e+00 -1.355224038002057485e+00
3.240618015375090089e+00 -2.441951434296719015e+00
-5.784491710599741765e+00 1.084318694677214090e+00
4.312392839052315630e+00 -7.908531887613245992e-01
2.612837552401960473e+00 -3.319598563931343005e+00
1.735700833690726475e+00 4.364965158651927801e+00
-2.386184602009995714e+00 -4.070388993808581546e+00
1.545878717183842399e+00 -4.419869053785927093e+00
-2.617119858938304233e+00 -3.716598331388186072e+00
4.193229294001223906e+00 -3.576245352598678373e+00
-5.317643977027122659e+00 -8.214417302098867557e-01
9.973821904373105784e-01 5.179931869363890051e+00
4.070132844466414213e+00 6.804396178867210265e-01
-3.078525589496096337e+00 -3.556922397976775230e+00
3.312451437080229599e+00 4.757917344728907594e+00
-3.727480522271076069e+00 4.576514546144542450e+00
6.819718100033512975e+00 -1.445502922280448965e+00
4.345484176464012194e+00 4.866066935163712692e+00
4.034429698413872778e+00 -4.864001888479243085e+00
3.142377663078356420e+00 1.472385661863905848e-01
2.491277813099618932e+00 -3.196873243112159813e+00
3.059689752627807291e+00 -3.174321118919068319e+00
3.367773423195494775e+00 -1.196917763069387686e+00
-4.277389071529078990e+00 -1.265594686066896957e+00
-2.224329758706288906e+00 -4.893633740689441680e+00
-5.852490606806032503e+00 -4.284376407987064428e-01
-4.046054229788196288e+00 -1.190698124179504935e+00
1.484089373708008086e+00 -3.930470375344921941e+00
2.634130555195624890e+00 2.638629240606696236e+00
-6.470626488314805691e+00 1.311232535457015069e-01
2.241073154496685760e+00 4.309786152796838188e+00
-2.966757940184299613e+00 -3.184701787765627401e+00
-6.225435304982307017e+00 -9.569249074361652063e-01
-3.641201163288500631e+00 -4.571350298303250348e+00
1.925767920650355514e+00 -3.693565033410103560e+00
